user_id,prod_id,rating,timestamp
A2JOPUWVV0XQJ3,B00000JDF5,4.0,1402531200
AAW7X3GRD8GY9,B00000JDF5,5.0,1318118400
A3V8P0O224OBDB,B00000JDF5,5.0,1376006400
AY6A8KPYCE6B0,B00000JDF5,4.0,1380412800
A212MDP6K4VJS5,B00000JDF6,5.0,1024617600
A14JBDSWKPKTZA,B00000JDF6,5.0,1059782400
A28X0LT2100RL1,B00000JDF6,5.0,1376092800
A1V3TRGWOMA8LC,B00000JDF6,5.0,1203120000
A1NZLRAZJGD99W,B00000JDF6,2.0,1388448000
A1522TN5FVJL0Y,B00000JDF6,5.0,1027987200
A3UXW18DP4WSD6,B00000JDF6,5.0,1366243200
A3CW0ZLUO5X2B1,B00000K135,5.0,1338076800
A3TBMGNSEQBWIL,B00000K135,5.0,1393113600
AEZJTA4KDIWY8,B00000K135,4.0,1362268800
A22CW0ZHY3NJH8,B00000K135,5.0,1259798400
A2HRHF83I3NDGT,B00000K135,5.0,1385510400
A2V7EO331SFUF6,B00000K4KH,5.0,1136073600
A3977M5S0GIG5H,B00000K4KH,5.0,1197590400
A1F1A0QQP2XVH5,B00000K4KH,5.0,1309996800
A231WM2Z2JL0U3,B00000K4KH,5.0,1078444800
A2JWF9IG8PJAOA,B00000K4KH,5.0,1367452800
A3LWC833HQIG7J,B00001P4XA,5.0,1009584000
A38RMU1Y5TDP9,B00001P4XA,5.0,1163030400
A3D822N1K2IAQD,B00001P4XA,4.0,1040083200
A33775AIB1A664,B00001P4XA,4.0,1055116800
ARXU3FESTWMJJ,B00001P4XA,3.0,966988800
A3A15L96IYUO6V,B00001P4XA,4.0,962236800
A3PGVJF37JSHFO,B00001P4XA,2.0,1205712000
A18HE80910BTZI,B00001P4XA,5.0,1213574400
A3J8A5L5AF5TX9,B00001P4XA,4.0,1358812800
A2WJ5XSE4I9F55,B00001P4XA,3.0,1266019200
A1V5TRJXTI6F01,B00001P4XA,5.0,1338681600
ATOKT8QYK967L,B00001P4XA,4.0,1204070400
ANRS196NKFVUU,B00001P4XH,4.0,1365292800
A3639Z6O5JBLIZ,B00001P4XH,5.0,1398729600
A3ER6ARJ23CIN8,B00001P4XH,4.0,1259280000
A33152QEGO2MZN,B00001P4XH,5.0,1358553600
A3HRDRQ5VAFPQS,B00001P4XH,2.0,1174608000
A1KY5G5FP31F2F,B00001P4XH,4.0,1374710400
A1MQQEM7W77L62,B00001P4XH,5.0,1323302400
AUCIFMWP3DU8R,B00001P4XH,5.0,1397347200
ALHC64J88LVWO,B00001P4XH,5.0,1373328000
A3LWC833HQIG7J,B00001P4ZH,5.0,1339545600
A2PC9ZZIFV31B1,B00001P4ZH,5.0,1220313600
A54S9CIUV5VNB,B00001P4ZH,4.0,1398643200
A1XE3M22N91451,B00001P4ZH,4.0,1379030400
A313H6238N589,B00001P4ZH,4.0,1238457600
A3SDJ70H00OQCJ,B00001P4ZH,4.0,1152662400
A2WB7LZ595CR50,B00001P4ZH,4.0,1258502400
A356RFKNIG043B,B00001P4ZH,5.0,1206403200
AW6A4PPENVZY3,B00001P4ZH,5.0,1292198400
A149RNR5RH19YY,B00001P4ZH,5.0,1115424000
A32LX4XJ2LU740,B00001P4ZH,5.0,1265500800
A1J75JJ0Q2OEJN,B00001P4ZH,5.0,1238889600
A3J8A5L5AF5TX9,B00001P4ZH,4.0,1333584000
A6FIAB28IS79,B00001P4ZH,3.0,1237507200
A2RWHTNM5P3I8Y,B00001P4ZH,5.0,1190764800
A3077MQTAKOVFZ,B00001P4ZH,5.0,1388707200
A1FF2PLA84KNAE,B00001P4ZH,4.0,1379980800
A1CM4HI4S5P0WO,B00001W0DI,5.0,1317945600
A3775OP5VTX5ON,B00001W0DI,5.0,1317945600
A2QAOP52OEB5EV,B00001W0DI,2.0,1271030400
A1KD8NJPZ01R37,B00001W0DI,4.0,1010793600
A7Y6AVS576M03,B00001W0DI,5.0,1025222400
A1B6O7SAIYG2N0,B00001W0DI,5.0,1377648000
A1KDUQ2HU0WD68,B00001W0DI,5.0,1253145600
A6FIAB28IS79,B00001W0DI,5.0,1084665600
A3RGHO0Q938FRS,B00001WRSJ,5.0,1219881600
A4GGT6O0GQNV2,B00001WRSJ,5.0,1393459200
A1LHMSY3Q46PJS,B00001WRSJ,5.0,1340668800
A18EA7MNLXP9H5,B00001WRSJ,5.0,1356307200
A1U5IJHJK84S54,B00001WRSJ,5.0,1392422400
A1B4MIXYVIKMU2,B00001WRSJ,5.0,1192060800
A2BMZRO0H7TFCS,B00001WRSJ,3.0,1262822400
A2EZTM9WY5B5IL,B00001WRSJ,4.0,1213056000
A298GL2D0BHGKZ,B00001WRSJ,5.0,1404000000
A34LQ791ACZ0JC,B00001WRSJ,5.0,1257638400
A1ZM846Y7AUYD,B00001WRSJ,5.0,1193529600
A2IIAQ7VVAHXTD,B00001WRSJ,5.0,1355702400
A1U4GOVZWL8ZTL,B00001WRSJ,4.0,1346284800
A2MCRCK1V61FWQ,B00001WRSJ,5.0,1390780800
A1F9Z42CFF9IAY,B00001WRSJ,2.0,1247961600
A32AFX2PUJ82HG,B00001WRSJ,4.0,1355702400
A14JBDSWKPKTZA,B00001ZWXA,5.0,1211587200
A3EQQHWJ1EEYEU,B00001ZWXA,5.0,1316390400
A2QI2JHSIQ3SN3,B00001ZWXA,5.0,1356307200
A506HOOCVL8GW,B00001ZWXA,5.0,1373068800
A3GQY0TFRG0MPZ,B00001ZWXA,5.0,1361318400
A54SG05AV6S4H,B00001ZWXA,5.0,1322092800
A1URXSRV6WDHVY,B00001ZWXA,5.0,1245196800
A1B8EJQU73YGL9,B00001ZWXA,1.0,1335139200
A2WLNSZ9U0T1S3,B00001ZWXA,5.0,1204416000
A2T3S3VTW65VO5,B00001ZWXA,5.0,1304726400
A1V4VVBQBFXRHC,B000021YU8,5.0,982540800
AKT8TGIT6VVZ5,B000021YU8,5.0,983318400
A1MJMYLRTZ76ZX,B000021YU8,5.0,985824000
AS8C336DDLSO4,B000021YU8,4.0,1242259200
A3PGVJF37JSHFO,B000021YU8,4.0,965347200
A32QOZWIKQDNZX,B0000228GG,5.0,1216684800
APQQK1V695AUE,B0000228GG,5.0,1230163200
AW68KVDV7BBRS,B0000228GG,5.0,1297728000
A2MOJANFPX353G,B0000228GG,5.0,1143244800
A11ED8O95W2103,B0000228GG,3.0,1143676800
A3OXHLG6DIBRW8,B000026D8E,2.0,1233619200
A2AF0NOCM71J0B,B000026D8E,5.0,1233964800
A250AXLRBVYKB4,B000026D8E,1.0,1249862400
A2EF8N7ZE7ONWX,B000026D8E,4.0,1230940800
AE88D7OM7YU99,B000026D8E,1.0,1261785600
A3J2YU2D9BH2J7,B00002EQCW,5.0,1384041600
A4IL0CLL27Q33,B00002EQCW,4.0,1377561600
AAR7CEPXYJA0T,B00002EQCW,2.0,1276128000
A100WO06OQR8BQ,B00002EQCW,5.0,1293840000
A3NGOG8Z78AZSD,B00002EQCW,5.0,1294444800
A1R19YYR5OR26T,B00002EQCW,5.0,1367884800
A2MOD50IHEDH3G,B00002EQCW,5.0,1336003200
A3TAS1AG6FMBQW,B00002EQCW,5.0,1357862400
A3OXHLG6DIBRW8,B00003006E,5.0,1244937600
AHIK7BUXFRMT8,B00003006E,5.0,1209686400
A23GFTVIETX7DS,B00003006E,5.0,1230508800
A36K2N527TXXJN,B00003006E,5.0,1259452800
A3HC7NWLKCPX4X,B00003006E,1.0,1386028800
A1EH2S92FHWZRP,B00003006E,5.0,1253577600
AZOK5STV85FBJ,B00003006E,5.0,1368489600
A149RNR5RH19YY,B00003006E,5.0,1149724800
A14JBDSWKPKTZA,B00003006R,5.0,1060646400
AHNHLGKIZ2N3B,B00003006R,5.0,1060387200
A5JLAU2ARJ0BO,B00003006R,5.0,1052092800
AN81JUYW2SL24,B00003006R,5.0,1062460800
A3QMJMTLJC34QC,B00003006R,4.0,1293148800
AT2J7H5TRZM8Z,B000031KIM,5.0,1008201600
A3NHUQ33CFH3VM,B000031KIM,4.0,1302998400
AYMD77ITD15PT,B000031KIM,5.0,992995200
A1IU7S4HCK1XK0,B000031KIM,4.0,986601600
A1MJMYLRTZ76ZX,B000031KIM,5.0,991785600
A2NYK9KWFMJV4Y,B000031KIM,5.0,1039219200
A3J2YU2D9BH2J7,B00003CWDG,5.0,1386720000
A1D27BCSYV7VWH,B00003CWDG,5.0,1325721600
A1BC62X6HZJGZR,B00003CWDG,5.0,1370563200
A34UVV757IKPVB,B00003CWDG,5.0,1150675200
A2ED50E3KWKUKW,B00003CWDG,5.0,1186272000
ARXU3FESTWMJJ,B00003CWDG,1.0,1175126400
A21NS06GDEA3V0,B00003CWDG,4.0,1358121600
ASJSX783R5HTZ,B00003CWDG,5.0,1387670400
A3J2YU2D9BH2J7,B00003CWDH,5.0,1383091200
A1BC62X6HZJGZR,B00003CWDH,5.0,1370563200
ADOR3TR7GDF68,B00003CWDH,3.0,1386201600
A15XI2BEGGFEOW,B00003CWDH,5.0,1202515200
A1P4XD7IORSEFN,B00003CWDH,4.0,1391644800
A6FIAB28IS79,B00003CWDH,4.0,1219968000
AZCE11PSTCH1L,B00003CWDH,4.0,1374192000
A6VPK7X53QNAQ,B00003G1RG,5.0,1085788800
A1VJ0V58N0698J,B00003G1RG,3.0,1095206400
A30J7WQV0ZNRXG,B00003G1RG,5.0,1012262400
A5JLAU2ARJ0BO,B00003G1RG,3.0,1104796800
A231WM2Z2JL0U3,B00003G1RG,5.0,997488000
A2IFGGXG3YV3Y6,B00003G1RG,5.0,1016496000
ALUNVOQRXOZIA,B00004RC2D,5.0,965347200
AEJAGHLC675A7,B00004RC2D,5.0,983836800
A259MPG6SOL02P,B00004RC2D,4.0,996796800
A1RPTVW5VEOSI,B00004RC2D,5.0,958608000
A1U5NWJOYH2QQH,B00004RC2D,5.0,956620800
A231WM2Z2JL0U3,B00004RC2D,4.0,976147200
A1AQ8JT2A3UWMY,B00004RC2D,1.0,1370736000
A2IFGGXG3YV3Y6,B00004RC2D,5.0,964137600
A2SKEQT0WTB954,B00004SABB,5.0,1031788800
A3EQQHWJ1EEYEU,B00004SABB,5.0,1375228800
ARC5ASW9CUAGP,B00004SABB,1.0,1357257600
A3AGQAXTX6VRJ3,B00004SABB,3.0,1301788800
A1R377IPZOKLMM,B00004SABB,5.0,1357257600
AZAC8O310IK4E,B00004SABB,5.0,1396569600
AJCR7L4AXL2OG,B00004SABB,4.0,1387238400
AGEWOMQ90BV8R,B00004SABB,4.0,1384905600
A3EP26M3QHINXT,B00004SABB,5.0,1384732800
A1ODOGXEYECQQ8,B00004SABB,4.0,1318636800
A2AEZQ3DGBBLPR,B00004SABB,3.0,1041552000
A1TDR7Y90SVCHL,B00004SABB,3.0,1367193600
A87CILADRIZW0,B00004SABB,5.0,1395619200
A3EZEP0FX5BC1P,B00004SB92,5.0,1338422400
ATDE9JYCPI0L1,B00004SB92,5.0,1235692800
A14JBDSWKPKTZA,B00004SB92,5.0,1078963200
A2X8KN82L07RSK,B00004SB92,4.0,1018915200
ALUNVOQRXOZIA,B00004SB92,1.0,965347200
AMKNPIDFLRFMP,B00004SB92,2.0,1081036800
A3GFQHHVMEAIO,B00004SB92,5.0,1006387200
A1JWSDDIH5Z7DV,B00004SB92,5.0,1177200000
A2SL5IW096Z2BL,B00004SB92,4.0,994204800
AUITG1DJ3QUGK,B00004SB92,5.0,961200000
A5JLAU2ARJ0BO,B00004SB92,4.0,1034726400
AN81JUYW2SL24,B00004SB92,5.0,1062460800
A1R377IPZOKLMM,B00004SB92,5.0,1007164800
A1RPTVW5VEOSI,B00004SB92,5.0,956966400
A3TPNC3TKGCCEI,B00004SB92,4.0,1123718400
A231WM2Z2JL0U3,B00004SB92,5.0,1011657600
A1EXGL6L0QQ0M5,B00004SB92,5.0,1104105600
A2B7BUH8834Y6M,B00004SB92,4.0,1011484800
A1GNYV0RA0EQSS,B00004SB92,5.0,1021593600
A1SDPA1J98UP4L,B00004SB92,5.0,1149206400
A1F9Z42CFF9IAY,B00004SB92,4.0,1020556800
A4GGT6O0GQNV2,B00004SY4H,5.0,1400976000
A225G2TFM76GYX,B00004SY4H,5.0,1237248000
A2ED50E3KWKUKW,B00004SY4H,5.0,1189296000
A1URXSRV6WDHVY,B00004SY4H,5.0,1185494400
A3077MQTAKOVFZ,B00004SY4H,5.0,1372636800
A19W47CXJJP1MI,B00004T8R2,5.0,1314144000
A3LWC833HQIG7J,B00004T8R2,5.0,1291939200
A1Z7U9K6X3FEOU,B00004T8R2,5.0,1400198400
A1L1N3J6XNABO2,B00004T8R2,4.0,1341964800
A1SX9PHJWTDMF9,B00004T8R2,5.0,1267401600
A1GBT4UN2RW7XY,B00004T8R2,5.0,1344211200
A35W3JQYP0M655,B00004T8R2,4.0,1236643200
A3TA1UJWRJF9NC,B00004T8R2,5.0,1284422400
A35HUT8MQMT21L,B00004T8R2,4.0,1349654400
A2R6RA8FRBS608,B00004T8R2,4.0,1255564800
A2HDTOF8222KN3,B00004T8R2,5.0,1395619200
AT28RL25Q2OLK,B00004T8R2,4.0,1383436800
A11D1KHM7DVOQK,B00004T8R2,2.0,1191369600
A3J8A5L5AF5TX9,B00004T8R2,4.0,1290297600
A3T7V207KRDE2O,B00004T8R2,5.0,1335398400
A3FS3FJPD3RJTD,B00004T8R2,2.0,1403913600
AN9CP6J4JF91X,B00004T8R2,4.0,1403222400
A145LBW8ZHF0TW,B00004T8R2,5.0,1228780800
A365PBEOWM7EI7,B00004T8R2,4.0,1396310400
A2HMF8ZR67BNZS,B00004THCZ,5.0,1262390400
A4WEZJOIZIV4U,B00004THCZ,4.0,1388880000
A1C5WS021EL3WO,B00004THCZ,4.0,1363737600
A17Z0LVY96TO53,B00004THCZ,3.0,1288828800
A2UQK3DAZ8NO2T,B00004THCZ,3.0,1151020800
A1B6O7SAIYG2N0,B00004THCZ,5.0,1140048000
A1IU7S4HCK1XK0,B00004THCZ,3.0,1387670400
A5KMMY627T3W,B00004THCZ,5.0,1223251200
ARXU3FESTWMJJ,B00004THCZ,2.0,1200355200
A5MCDQ60DWUEV,B00004THCZ,4.0,1309996800
A1HSM98KUGTHNY,B00004THCZ,4.0,1395705600
AN81JUYW2SL24,B00004VUGJ,4.0,1269734400
A2PK64OVZA1U8Z,B00004VUGJ,4.0,1238457600
A3R1GJY2MY8041,B00004VUGJ,5.0,1388620800
A19N3S7CBSU6O7,B00004VUGJ,5.0,1345420800
AUCIFMWP3DU8R,B00004VUGJ,3.0,1390435200
A5JLAU2ARJ0BO,B00004VX3T,3.0,1056240000
AN81JUYW2SL24,B00004VX3T,1.0,1062892800
A1X3DA7C61WZLQ,B00004VX3T,3.0,1104364800
A1522TN5FVJL0Y,B00004VX3T,5.0,1042588800
A231WM2Z2JL0U3,B00004VX3T,5.0,1019433600
A1YVO5V1SO18DZ,B00004VX3T,5.0,1043020800
A12DQZKRKTNF5E,B00004W3ZQ,5.0,1391817600
A74UT8IQCM0I2,B00004W3ZQ,5.0,1396828800
A30XZK10EZN9V4,B00004W3ZQ,5.0,1327190400
A203OCQQ12MAVT,B00004W3ZQ,5.0,1300406400
A26CPEEWB2WKRE,B00004W3ZQ,5.0,1220054400
A2XX2A4OJCDNLZ,B00004W3ZQ,4.0,1315699200
A11KZ906QD08C5,B00004WCFT,5.0,1290816000
A2J3VCGBNDLAKF,B00004WCFT,3.0,1379808000
A1ZTR0FR5AW9B4,B00004WCFT,4.0,1377993600
A25TNBMJ4ZO7RD,B00004WCFT,5.0,1314835200
A14I1F2H7NOYDC,B00004WCFT,4.0,1395360000
A3CFU12GS5CZCN,B00004WCFT,5.0,1386288000
A1V4A5U5O3TMMD,B00004WCGF,5.0,1351814400
A3PD8JD9L4WEII,B00004WCGF,5.0,1391472000
A1FDV3WPOHREY9,B00004WCGF,3.0,1397001600
A194Y47BF3CUTJ,B00004WCGF,5.0,1365379200
A26LD9FQHTM8ZH,B00004WCGF,5.0,1368403200
A3QDY9I0CNMD2W,B00004WCGF,5.0,1330041600
A2J0IBS4PFRO2C,B00004WCIC,3.0,1216944000
A3SX5MZTCZRQLF,B00004WCIC,5.0,1243209600
AGXV8E7XK9J6H,B00004WCIC,4.0,1163116800
A4WEZJOIZIV4U,B00004WCIC,4.0,1135296000
A506HOOCVL8GW,B00004WCIC,5.0,1182988800
A10Y058K7B96C6,B00004WCIC,5.0,1176940800
A3Q4TYJVAM4IRM,B00004WCIC,3.0,1263772800
A3PJJTAKISAFI9,B00004WCIC,5.0,1309132800
A3REK3OFONWB1Q,B00004WCIC,5.0,1261440000
A3L9E0YI7C5G0W,B00004WCIC,3.0,1136246400
A1H98YV5K5BUX0,B00004WCIC,5.0,1231372800
A4UGMKUSX9XHI,B00004WCIC,5.0,1261958400
A3P4T1DKRWTL36,B00004WCIC,4.0,1352592000
AQNSQW4495SG0,B00004WCIC,5.0,1338249600
A21T0D2F7SKG5S,B00004WCIC,5.0,1234828800
A3OYO7B6SS7QLH,B00004WCIC,4.0,1373846400
A3F9CBHV4OHFBS,B00004WCIC,5.0,1221004800
A23E9QQHJLNGUI,B00004WCIC,5.0,1404604800
A3QU3O79AGNWCY,B00004WCID,4.0,1203811200
A2GMZZ6TDYOHY7,B00004WCID,2.0,1354752000
AGXV8E7XK9J6H,B00004WCID,5.0,1146268800
A28X0LT2100RL1,B00004WCID,4.0,1378252800
A3TR3KLL5PXSZ8,B00004WCID,5.0,1395187200
AHF4I1FSIHABC,B00004WCID,5.0,1339027200
A1RJKTYC03L0JY,B00004WCID,4.0,1377648000
A2ARDVMUGDFED6,B00004WCID,5.0,1174608000
AIJQU979J6UFY,B00004WCID,4.0,1254096000
A3EPJSPH03AS29,B00004WCID,5.0,1295481600
A1N3EH28S4DI8L,B00004WCID,4.0,1383609600
A2DS9DLMSU2M2Z,B00004WCID,4.0,1299196800
A24HWYHR28JJ7A,B00004XOM3,5.0,1177632000
A4WEZJOIZIV4U,B00004XOM3,5.0,1134432000
A25C2M3QF9G7OQ,B00004XOM3,5.0,1227830400
A30C8WHQ2CYFO4,B00004XOM3,5.0,1286323200
AKT8TGIT6VVZ5,B00004XOM3,5.0,1120176000
A2ED50E3KWKUKW,B00004XOM3,3.0,1341100800
A2W9GX82SLKROQ,B00004XOM3,5.0,1151712000
ARXU3FESTWMJJ,B00004XOM3,5.0,1201305600
A3EZFFPVS34AMO,B00004XOM3,5.0,1252281600
AAQ9NJ480N9W5,B00004XOM3,5.0,1397606400
A2PY5ED630H0QJ,B00004XOM3,5.0,1244073600
AQNSQW4495SG0,B00004XOM3,5.0,1331078400
A2B7BUH8834Y6M,B00004XOM3,4.0,1159056000
A3CEUT263RNUDO,B00004XOM3,5.0,1271203200
A1PSVZBM894R5H,B00004Z0BN,2.0,1160438400
A2XU6J41ZQOJ2V,B00004Z0BN,5.0,1134691200
A3N4VTNFPMTHEF,B00004Z0BN,5.0,1137369600
AQ55H30MZSV0Q,B00004Z0BN,2.0,1304553600
A11D1KHM7DVOQK,B00004Z0BN,3.0,1122076800
A11R5VW7IM6ISQ,B00004Z0BN,5.0,1149552000
A2NP9CGUSFP22E,B00004Z5D1,5.0,1359849600
A1D9V11QUHXENQ,B00004Z5D1,5.0,1397433600
A3CLWR1UUZT6TG,B00004Z5D1,5.0,1395878400
A9BWUH9XKZ2DQ,B00004Z5D1,5.0,1385337600
A17W0GMB0YY83M,B00004Z5D1,5.0,1347840000
A3IOQ7NVVLAUEE,B00004Z5D1,1.0,1371168000
A1X1CEGHTHMBL1,B00004Z5D1,4.0,1331251200
A3V0YR50F1XSKP,B00004Z5D1,4.0,1376352000
A1CMD08Z49PGKQ,B00004Z5D1,4.0,1326758400
AN2IZT80ZUNJN,B00004Z5D1,1.0,1368489600
A1CMWB7AWQUQH4,B00004Z5D1,5.0,1353456000
A2Y3WWPUKIJ59I,B00004Z5D1,5.0,1292716800
AZCE11PSTCH1L,B00004Z5D1,5.0,1363996800
A3QDMDSANPYGUX,B00004Z5M1,5.0,1384128000
A3OXHLG6DIBRW8,B00004Z5M1,5.0,1281484800
A3DQWFWINN3V5A,B00004Z5M1,5.0,1137196800
A2NX6MFZP8TM6S,B00004Z5M1,5.0,1178323200
A100UD67AHFODS,B00004Z5M1,5.0,1350086400
A5JLAU2ARJ0BO,B00004Z5M1,5.0,1100044800
A1QRST0A3IQIEF,B00004Z5M1,5.0,1379894400
A2WBVO6X3KPMDT,B00004Z5M1,5.0,1355443200
A54SG05AV6S4H,B00004Z5M1,5.0,1322092800
A2R6RA8FRBS608,B00004Z5M1,5.0,1194825600
A250AXLRBVYKB4,B00004Z5M1,5.0,1267056000
AOMEH9W6LHC4S,B00004Z5M1,4.0,1379980800
A1522TN5FVJL0Y,B00004Z5M1,5.0,1027296000
A3QQGPI3CTV9SX,B00004Z5M1,4.0,1207008000
A3NHUQ33CFH3VM,B00004Z5PY,5.0,1296000000
A1C5WS021EL3WO,B00004Z5PY,5.0,1373500800
A25C2M3QF9G7OQ,B00004Z5PY,5.0,1218585600
A21NS06GDEA3V0,B00004Z5PY,4.0,1358121600
A22CW0ZHY3NJH8,B00004Z5PY,5.0,1316131200
A141OPVE376YFI,B00004Z5PY,5.0,1141257600
ARBKYIVNYWK3C,B00004Z5PY,5.0,1253923200
A3S0DBBR693O06,B00004Z5PY,2.0,1320710400
A215IN14OKAE2T,B00004Z5PY,4.0,1257292800
A3F9CBHV4OHFBS,B00004Z5PY,2.0,1323907200
A2OOXVZ6B1VZ9A,B00004Z5PY,5.0,1369267200
AD9ZL63H0VKCZ,B00004ZC8Y,4.0,1386806400
A3H4S6YO9VNGDZ,B00004ZC8Y,5.0,1397260800
A3QUDXLOJTKEP9,B00004ZC8Y,2.0,1270080000
A1H4IVXNXWWBLV,B00004ZC8Y,4.0,1384387200
A54S9CIUV5VNB,B00004ZC8Y,4.0,1363392000
A16HXVNPU5TCGE,B00004ZC8Y,5.0,1367280000
AZ515FFZ7I2P7,B00004ZC8Y,5.0,1021334400
AHF4I1FSIHABC,B00004ZC8Y,5.0,1339027200
A20WUUD9EDWY4N,B00004ZC8Y,4.0,1377216000
A1REY92IEZJUSX,B00004ZC8Y,5.0,1386201600
A253IOATGMT2UP,B00004ZC8Y,3.0,1382486400
A3G007LQX6KGOD,B00004ZC8Y,5.0,1152403200
ABMN74TBW5UWE,B00004ZC8Y,4.0,1368835200
A38NELQT98S4H8,B00004ZC8Y,4.0,1378252800
A38NHXL5257E3B,B00004ZCA5,5.0,1285632000
A19X4BF861LQST,B00004ZCA5,3.0,1293753600
A2BGZ52M908MJY,B00004ZCA5,5.0,982800000
A7QMQBGJ2TCQG,B00004ZCA5,5.0,1202256000
A2ZRMCRLDSUX6R,B00004ZCA5,5.0,1246060800
A1MJMYLRTZ76ZX,B00004ZCDD,5.0,1056153600
A2EMUM49CE0JV4,B00004ZCDD,5.0,1303084800
A1IG1I6MR3HAWA,B00004ZCDD,3.0,1383350400
AA8RBTN3J2F5H,B00004ZCDD,5.0,1277769600
AK3GKIV8DEY8B,B00004ZCDD,1.0,1227484800
A2YRX8J4WM5BRX,B00004ZCJE,5.0,1353715200
AU627A4UGIW6V,B00004ZCJE,5.0,1369180800
A16RL0RMRF974O,B00004ZCJE,5.0,1357776000
AR8LWDT6TUKNZ,B00004ZCJE,5.0,1367971200
AD9ZL63H0VKCZ,B00004ZCJE,5.0,1379376000
A32T2H8150OJLU,B00004ZCJE,3.0,1377907200
AHR86ZEYETLJI,B00004ZCJE,5.0,1383782400
A2HMF8ZR67BNZS,B00004ZCJE,5.0,1304380800
A11P105WVK5240,B00004ZCJE,5.0,1383091200
AU2UJF4I7KAWL,B00004ZCJE,5.0,1388102400
A9Y5O2R4D6EH5,B00004ZCJE,3.0,1137369600
A1H4IVXNXWWBLV,B00004ZCJE,3.0,1384387200
A3OXHLG6DIBRW8,B00004ZCJE,5.0,1243555200
A32482Z7XIKDQX,B00004ZCJE,3.0,1283126400
A2FXBWR4T4OFQ,B00004ZCJE,3.0,1365465600
A3DOPYDOS49I3T,B00004ZCJE,4.0,1193184000
A1FLJCHN5CG5M5,B00004ZCJE,3.0,1310860800
A54S9CIUV5VNB,B00004ZCJE,3.0,1363824000
A1NNMOD9H36Q8E,B00004ZCJE,4.0,1210550400
A1FXT4VNDA25LY,B00004ZCJE,5.0,1351468800
A36K2N527TXXJN,B00004ZCJE,4.0,1275436800
A1PV5T5S4D5NPI,B00004ZCJE,5.0,1355270400
A3E68EBGXTWDNP,B00004ZCJE,5.0,1186704000
A2YEZ8Z3BW2SKG,B00004ZCJE,2.0,1191542400
A3TRY87JJCA5Y8,B00004ZCJE,4.0,1394668800
A194Y47BF3CUTJ,B00004ZCJE,5.0,1385078400
ANXEW7IDYDJEH,B00004ZCJE,5.0,1389571200
A1VHCO8RQFIGQJ,B00004ZCJE,4.0,1362355200
A1SFPA80X7TRBR,B00004ZCJE,5.0,1356048000
AFR9GYKAHM37U,B00004ZCJE,5.0,1384300800
AWH2AY17ZU7W2,B00004ZCJE,3.0,1133740800
A2ALRZ0ENQLYY5,B00004ZCJE,3.0,1320192000
AGEWOMQ90BV8R,B00004ZCJE,5.0,1400371200
A1EH2S92FHWZRP,B00004ZCJE,4.0,1254355200
A3PU3EDJ2FG1AW,B00004ZCJE,5.0,1395964800
A2Q7OJTVPIO2XH,B00004ZCJE,2.0,1361059200
A1VVRA3P6G1TWH,B00004ZCJE,4.0,1221177600
